sequence,AccelerometerX,AccelerometerY,AccelerometerZ
1111,-12,726,-3963
1112,6,726,-3933
1113,6,636,-3933
1114,45,636,-3918
1115,45,693,-3969
1116,72,771,-3969
1117,60,771,-3939
1118,60,732,-3939
1119,60,732,-3963
1120,60,753,-3978
1121,63,735,-3978
1122,57,735,-4068
1123,57,705,-4068
1124,-15,705,-4020
1125,-15,798,-4059
1126,36,810,-4059
1127,54,810,-4059
1128,54,831,-4059
1129,72,831,-4098
1130,72,759,-4128
1131,21,705,-4128
1132,-135,705,-4236
1133,-135,744,-4236
1134,-216,744,-4164
1135,-216,774,-4140
1136,-120,783,-4140
1137,-78,783,-4158
1138,-78,804,-4158
1139,-156,804,-4083
1140,-156,675,-4164
1141,-273,645,-4164
1142,-387,645,-4119
1143,-387,639,-4119
1144,-378,639,-4035
1145,-378,675,-3948
1146,-375,672,-3948
1147,-342,672,-3954
1148,-342,696,-3954
1149,-138,696,-4068
1150,-138,765,-3990
1151,54,810,-3990
1152,93,810,-4080
1153,93,747,-4080
1154,57,747,-4170
1155,57,639,-4215
1156,21,582,-4215
1157,33,582,-4245
1158,33,675,-4245
1159,24,675,-4155
1160,24,723,-4053
1161,-6,747,-4053
1162,18,747,-3969
1163,18,717,-3969
1164,-18,717,-3990
1165,-18,690,-3990
1166,-81,681,-3990
1167,-81,681,-3900
1168,-75,690,-3900
1169,-81,690,-3873
1170,-81,684,-3879
1171,-42,699,-3879
1172,57,699,-3879
1173,57,699,-3879
1174,63,699,-3930
1175,63,747,-3885
1176,9,780,-3885
1177,9,780,-3975
1178,-48,744,-3975
1179,24,744,-4095
1180,24,705,-4155
1181,108,798,-4155
1182,108,798,-4221
1183,96,837,-4221
1184,-18,837,-4284
1185,-18,768,-4365
1186,-63,615,-4365
1187,-63,615,-4371
1188,-147,774,-4371
1189,-240,774,-4356
1190,-240,939,-4299
1191,-381,852,-4299
1192,-381,852,-4455
1193,-390,681,-4455
1194,-357,681,-4425
1195,-357,873,-4320
1196,-243,1086,-4320
1197,-243,1086,-4329
1198,-207,885,-4329
1199,-252,885,-4419
1200,-252,741,-4464
1201,-456,720,-4464
1202,-456,720,-4344
1203,-378,810,-4344
1204,-243,810,-4326
1205,-243,819,-4236
1206,-180,684,-4236
1207,-180,684,-4206
1208,-156,717,-4206
1209,-276,717,-4224
1210,-276,618,-4209
1211,-447,669,-4209
1212,-447,669,-4119
1213,-465,621,-4119
1214,-429,621,-4113
1215,-429,570,-4170
1216,-414,627,-4170
1217,-369,627,-4080
1218,-369,600,-4080
1219,-396,600,-3975
1220,-396,537,-3993
1221,-312,438,-3993
1222,-216,438,-3933
1223,-216,435,-3933
1224,-207,435,-3888
1225,-207,405,-3834
1226,-276,378,-3834
1227,-432,378,-3717
1228,-432,390,-3717
1229,-510,390,-3714
1230,-510,465,-3813
1231,-291,285,-3813
1232,-165,285,-3723
1233,-165,309,-3723
1234,-114,309,-3747
1235,-114,366,-3873
1236,-36,333,-3873
1237,-132,333,-4068
1238,-132,294,-4068
1239,-144,294,-4194
1240,-144,279,-4434
1241,-156,258,-4434
1242,9,258,-4479
1243,9,162,-4479
1244,-45,162,-4500
1245,-45,408,-4431
1246,-102,216,-4431
1247,-144,216,-4401
1248,-144,231,-4329
1249,-126,231,-4329
1250,-126,417,-4191
1251,-132,387,-4191
1252,-138,387,-4191
1253,-138,156,-4311
1254,-249,156,-4311
1255,-249,219,-4356
1256,-372,219,-4356
1257,-357,219,-4344
1258,-357,165,-4275
1259,-351,165,-4275
1260,-351,300,-4305
1261,-522,444,-4305
1262,-378,444,-4314
1263,-378,336,-4359
1264,-234,336,-4359
1265,-234,-120,-4089
1266,-432,-81,-4089
1267,-378,-81,-3822
1268,-378,306,-3582
1269,-162,306,-3582
1270,-162,105,-3594
1271,264,24,-3594
1272,543,24,-3717
1273,543,-318,-3882
1274,570,-318,-3882
1275,570,-291,-3903
1276,360,-261,-3903
1277,-30,-261,-3837
1278,-30,-90,-3693
1279,-414,-90,-3693
1280,-414,9,-3693
1281,-594,204,-3693
1282,-669,204,-3822
1283,-669,-18,-4029
1284,-672,-18,-4029
1285,-672,-177,-4089
1286,-660,18,-4089
1287,-492,18,-4275
1288,-492,183,-4425
1289,-300,183,-4425
1290,-300,-222,-4335
1291,-309,-12,-4335
1292,-672,-12,-4140
1293,-672,-69,-4110
1294,-912,-69,-4110
1295,-912,-102,-3939
1296,-837,-396,-3939
